amount,retry_count,failure_count,transaction_frequency_10min,hour_of_day,previous_success_rate,velocity_score,device_trust_score,risk_score,failed,failure_category
411.45,1,0,1,18,1.0,0.87,0.99,13.3,0,SUCCESS
2623.87,0,0,1,14,0.973,0.55,0.88,33.5,1,INSUFFICIENT_FUNDS
272.54,0,0,1,7,0.962,0.44,0.94,16.1,0,SUCCESS
508.87,0,0,1,17,0.984,1.08,0.97,22.3,0,SUCCESS
1061.01,0,0,1,10,0.981,0.72,0.97,11.5,0,SUCCESS
2074.8,0,0,1,10,0.971,1.02,0.88,10.4,0,SUCCESS
1026.56,3,1,1,19,0.784,1.42,0.92,33.0,1,GATEWAY_FAILURE
426.58,0,0,1,7,0.948,0.24,0.86,19.1,0,SUCCESS
1645.39,0,0,1,13,0.951,0.43,0.96,14.0,0,SUCCESS
1425.35,0,0,1,19,0.893,1.04,0.95,20.6,0,SUCCESS
761.54,1,0,2,13,0.893,0.2,0.95,16.2,0,SUCCESS
331.68,0,1,1,9,0.968,0.97,0.97,5.6,0,SUCCESS
60.74,0,0,1,22,0.996,0.77,0.87,13.1,0,SUCCESS
528.39,0,0,1,7,0.955,0.78,0.9,15.3,0,SUCCESS
1116.07,0,0,2,9,0.905,0.79,0.95,18.1,0,SUCCESS
1519.68,0,0,1,10,0.943,0.91,0.94,12.7,0,SUCCESS
3427.46,1,0,1,7,0.892,1.05,0.95,5.6,0,SUCCESS
75275.0,6,5,19,3,0.369,6.81,0.12,100.0,1,AUTHENTICATION_FAILURE
1220.12,0,0,1,8,0.943,0.56,0.93,20.7,0,SUCCESS
1498.18,1,2,1,16,0.944,0.57,0.85,18.1,1,TIMEOUT
3522.45,0,0,1,10,0.917,0.69,0.94,23.5,0,SUCCESS
630.32,0,0,1,21,0.928,0.49,0.94,23.6,0,SUCCESS
3141.16,0,0,1,16,0.915,0.53,0.85,24.4,0,SUCCESS
2063.88,0,0,1,13,0.992,0.87,0.97,7.3,0,SUCCESS
307.66,0,0,1,16,0.96,0.31,0.92,13.9,0,SUCCESS
341.08,0,0,1,16,0.915,0.41,0.93,18.4,0,SUCCESS
1598.59,0,0,2,18,0.919,0.52,0.86,10.6,0,SUCCESS
575.29,0,0,1,17,0.928,0.27,0.96,6.3,0,SUCCESS
295.56,0,0,1,6,0.915,0.27,0.93,13.8,0,SUCCESS
227.41,0,0,2,10,0.954,0.69,0.96,16.2,0,SUCCESS
2001.96,0,0,1,22,0.907,0.59,0.94,5.6,0,SUCCESS
1586.06,2,1,3,12,0.78,0.89,0.92,43.5,1,BANK_FAILURE
1041.88,1,0,1,10,0.947,0.97,0.96,19.8,0,SUCCESS
688.24,1,2,1,20,0.982,1.11,0.95,33.0,1,TIMEOUT
2347.79,0,0,2,6,0.887,0.47,0.88,22.7,0,SUCCESS
1300.03,0,0,1,15,0.908,0.31,0.92,21.2,0,SUCCESS
1324.85,0,0,2,13,0.997,1.2,0.95,23.7,0,SUCCESS
150707.0,3,7,16,1,0.289,4.57,0.17,98.8,1,AUTHENTICATION_FAILURE
339.22,0,0,1,17,0.948,0.8,0.99,31.9,1,INSUFFICIENT_FUNDS
45164.0,3,4,17,23,0.137,5.4,0.24,97.4,1,AUTHENTICATION_FAILURE
368.78,0,0,1,9,0.947,0.32,0.92,14.1,0,SUCCESS
976.5,0,0,1,16,0.958,1.08,0.93,17.5,0,SUCCESS
229.31,1,2,1,10,0.875,1.3,0.91,32.6,1,TIMEOUT
4353.96,0,0,2,21,0.927,0.86,0.9,10.3,0,SUCCESS
2065.72,0,0,1,16,0.964,0.24,0.93,8.3,0,SUCCESS
8913.44,2,1,3,16,0.734,1.52,0.84,32.5,1,BANK_FAILURE
156.15,1,0,1,6,0.881,0.66,0.94,13.6,0,SUCCESS
210.9,0,0,1,7,0.945,0.48,0.99,14.0,0,SUCCESS
2793.8,0,0,1,11,0.97,1.11,0.94,9.4,0,SUCCESS
347.15,0,1,1,11,0.973,0.33,0.92,19.0,0,SUCCESS
676.11,1,0,1,15,0.887,0.9,0.89,9.7,0,SUCCESS
482.78,0,0,1,14,0.893,0.79,0.96,6.4,0,SUCCESS
76.45,0,1,1,11,0.975,0.36,0.98,18.1,0,SUCCESS
533.47,1,0,1,22,0.966,1.19,0.92,7.8,0,SUCCESS
1608.3,0,1,1,15,0.885,0.21,0.9,6.5,0,SUCCESS
2003.16,0,0,2,12,0.887,0.63,0.85,7.7,0,SUCCESS
516.96,1,0,1,19,0.961,1.08,0.87,22.1,0,SUCCESS
1595.15,0,0,1,13,0.939,0.23,0.95,12.5,0,SUCCESS
666.83,1,0,1,6,0.931,0.98,0.85,18.8,0,SUCCESS
149.54,1,0,1,12,0.895,1.04,0.91,15.6,0,SUCCESS
731.53,1,0,1,14,0.922,0.61,0.87,20.0,0,SUCCESS
1153.22,0,0,2,20,0.909,0.33,0.87,22.6,0,SUCCESS
2952.34,2,2,3,15,0.911,1.47,0.83,35.6,1,BANK_FAILURE
512.19,0,0,1,19,0.988,0.98,0.92,24.1,0,SUCCESS
7709.97,2,1,2,19,0.801,0.57,0.8,30.5,1,TIMEOUT
148.77,0,0,1,21,0.979,1.19,0.96,10.6,0,SUCCESS
1492.05,0,0,1,10,0.983,0.29,0.87,17.8,0,SUCCESS
3740.84,0,0,1,18,0.995,1.14,0.99,23.2,0,SUCCESS
4213.64,2,2,2,12,0.805,0.63,0.83,15.5,1,TIMEOUT
197.91,0,0,1,16,0.907,0.69,0.9,24.3,0,SUCCESS
95720.0,6,5,7,4,0.225,7.99,0.1,100.0,1,AUTHENTICATION_FAILURE
136.36,0,0,1,21,0.993,0.43,0.87,19.5,0,SUCCESS
257.2,3,1,2,14,0.756,1.24,0.79,31.1,1,BANK_FAILURE
1164.3,0,0,1,16,0.992,0.27,0.89,10.1,0,SUCCESS
579.75,0,0,1,16,0.965,0.93,0.87,20.0,0,SUCCESS
1389.21,0,0,1,21,0.967,0.78,0.98,17.5,0,SUCCESS
2542.02,0,1,1,7,0.899,1.16,0.96,15.6,0,SUCCESS
3456.31,0,1,1,14,0.919,0.71,0.98,22.6,0,SUCCESS
75361.0,6,6,19,1,0.186,8.14,0.16,100.0,1,DUPLICATE_TRANSACTION
1331.28,0,0,2,14,0.961,1.05,0.95,13.4,0,SUCCESS
45202.0,4,4,8,3,0.086,5.06,0.11,100.0,1,AUTHENTICATION_FAILURE
2666.24,0,1,1,7,0.882,1.14,0.9,13.1,0,SUCCESS
4389.92,1,2,2,19,0.833,1.0,0.98,26.2,1,TIMEOUT
629.15,2,2,2,11,0.909,0.54,0.92,25.5,1,TIMEOUT
1884.84,0,0,2,20,0.982,0.74,0.95,9.1,0,SUCCESS
2501.43,1,2,1,14,0.822,0.81,0.9,28.5,1,TIMEOUT
512.37,0,0,2,18,0.925,0.24,0.97,17.9,0,SUCCESS
1992.12,0,0,1,11,0.887,0.53,0.98,20.5,0,SUCCESS
1290.96,0,0,1,21,1.0,0.96,0.94,24.7,0,SUCCESS
783.45,1,2,2,14,0.853,1.46,1.0,33.5,1,NETWORK_FAILURE
7390.25,3,1,1,12,0.742,1.75,0.84,35.3,1,BANK_FAILURE
588.51,0,0,1,20,0.891,0.5,0.96,18.2,0,SUCCESS
298.93,1,0,1,18,0.958,0.81,0.87,13.3,0,SUCCESS
2345.95,0,0,1,21,0.905,0.78,0.85,19.3,0,SUCCESS
690.9,0,0,2,14,0.943,0.49,0.97,23.9,1,INSUFFICIENT_FUNDS
178.99,2,2,2,13,0.845,1.76,0.85,37.2,1,BANK_FAILURE
1406.02,1,2,1,20,0.823,1.15,0.91,22.6,1,TIMEOUT
529.66,0,0,1,9,0.921,0.24,0.92,30.8,1,INSUFFICIENT_FUNDS
3458.64,1,0,1,10,0.955,0.57,0.87,13.9,0,SUCCESS
1144.58,0,0,1,18,0.911,0.44,0.93,16.3,0,SUCCESS
344.0,0,0,1,10,0.951,0.97,1.0,23.2,0,SUCCESS
889.3,0,0,1,20,0.921,0.41,0.94,24.1,0,SUCCESS
584.15,0,0,1,18,0.926,0.66,0.96,19.4,0,SUCCESS
150669.0,3,6,19,1,0.372,6.54,0.22,100.0,1,AUTHENTICATION_FAILURE
3873.12,0,0,2,18,0.908,0.97,0.85,19.3,0,SUCCESS
178.18,0,0,1,14,0.973,0.7,0.95,17.8,0,SUCCESS
1383.11,0,0,1,20,0.881,0.35,0.99,21.8,0,SUCCESS
954.33,2,2,1,13,0.833,0.83,0.87,43.6,1,GATEWAY_FAILURE
2641.71,0,0,1,14,0.918,0.73,0.85,22.7,0,SUCCESS
1915.14,0,0,1,15,0.918,0.89,0.97,19.8,0,SUCCESS
3044.15,0,1,2,9,0.964,0.86,0.99,15.8,0,SUCCESS
705.79,0,0,1,21,0.976,0.37,0.89,24.2,0,SUCCESS
1617.96,2,3,3,11,0.875,1.89,0.73,36.1,1,GATEWAY_FAILURE
2239.54,2,2,2,19,0.936,1.34,0.89,30.0,1,NETWORK_FAILURE
1048.06,1,3,2,11,0.877,1.25,0.84,37.9,1,BANK_FAILURE
739.99,0,0,2,12,0.894,0.92,0.87,23.8,0,SUCCESS
501.32,1,0,1,9,0.913,0.34,0.87,24.2,0,SUCCESS
616.0,1,0,1,15,0.919,0.64,0.89,23.9,0,SUCCESS
617.81,1,0,1,17,0.925,0.57,0.96,10.9,0,SUCCESS
198.44,0,0,1,6,0.881,1.03,0.93,8.1,0,SUCCESS
132.6,0,0,1,20,0.965,0.26,0.86,12.4,0,SUCCESS
309.24,0,0,1,13,0.95,0.49,0.96,12.5,0,SUCCESS
354.05,1,1,1,17,0.81,0.77,0.84,19.0,1,TIMEOUT
1426.73,0,0,1,15,0.917,0.89,0.9,17.7,0,SUCCESS
1252.07,0,0,1,7,0.93,0.57,0.91,9.1,0,SUCCESS
554.84,2,2,1,13,0.87,1.88,0.8,25.6,1,BANK_FAILURE
78.9,0,1,1,20,0.967,1.02,0.94,11.4,0,SUCCESS
495.11,0,0,2,20,0.992,0.84,0.85,18.2,0,SUCCESS
1165.81,2,2,1,9,0.833,1.22,0.9,18.7,1,NETWORK_FAILURE
1488.74,0,0,1,15,1.0,0.87,0.93,24.1,0,SUCCESS
3159.63,2,1,2,13,0.873,1.18,0.84,34.8,1,TIMEOUT
1699.41,2,2,2,20,0.944,0.89,0.92,30.6,1,TIMEOUT
197.6,0,0,1,8,0.922,0.39,0.89,21.4,0,SUCCESS
262.49,0,0,1,6,0.982,1.12,0.96,5.6,0,SUCCESS
1900.44,1,0,1,15,0.989,0.77,0.98,21.5,0,SUCCESS
148.77,0,0,1,18,0.969,0.56,0.96,14.9,0,SUCCESS
315.94,0,0,1,20,0.978,1.13,0.88,20.2,1,INSUFFICIENT_FUNDS
531.28,0,0,2,6,0.939,0.84,0.91,11.9,0,SUCCESS
350.54,0,0,1,10,0.978,0.7,0.96,37.5,1,INSUFFICIENT_FUNDS
563.0,1,0,1,19,0.942,0.63,0.97,15.1,0,SUCCESS
631.37,0,0,1,22,0.958,0.63,0.97,23.4,0,SUCCESS
2443.64,1,3,1,19,0.84,1.71,0.84,36.9,1,BANK_FAILURE
2799.55,0,0,1,18,0.937,0.23,0.94,16.7,0,SUCCESS
1967.45,0,1,1,15,0.974,0.33,0.89,5.5,0,SUCCESS
634.57,0,0,2,17,0.994,0.72,0.97,10.4,0,SUCCESS
248.49,0,0,1,12,0.972,1.06,0.97,13.3,0,SUCCESS
1622.1,1,0,2,10,0.953,1.05,0.9,8.3,0,SUCCESS
254.0,1,0,1,6,0.899,1.05,0.94,21.2,0,SUCCESS
1834.23,0,0,1,22,0.889,0.38,0.86,9.9,0,SUCCESS
1688.3,2,2,3,19,0.729,1.96,0.84,32.6,1,BANK_FAILURE
254.71,0,1,1,11,0.916,0.29,1.0,10.3,0,SUCCESS
1456.24,0,0,1,19,0.959,0.98,0.94,6.4,0,SUCCESS
722.66,0,0,1,16,0.975,0.89,0.94,7.4,0,SUCCESS
266.19,0,0,2,12,0.995,1.15,1.0,16.4,0,SUCCESS
193.09,0,0,2,21,0.897,0.36,0.88,18.1,0,SUCCESS
185.07,0,0,1,9,0.999,1.06,0.92,25.0,0,SUCCESS
915.01,0,0,1,16,0.996,0.39,0.99,18.8,0,SUCCESS
679.81,0,0,1,12,0.988,0.38,0.88,13.2,0,SUCCESS
271.46,0,1,1,18,0.965,0.95,0.86,26.1,1,INSUFFICIENT_FUNDS
456.9,0,1,1,13,0.923,0.5,0.95,22.7,0,SUCCESS
777.01,0,0,1,8,0.987,0.35,0.88,7.1,0,SUCCESS
493.72,0,0,1,17,0.999,0.99,0.91,16.5,0,SUCCESS
1220.59,1,0,1,15,0.941,0.22,0.87,16.6,0,SUCCESS
1942.89,1,0,1,12,0.998,0.42,0.91,12.6,0,SUCCESS
3245.2,0,0,1,19,0.91,0.79,0.93,9.5,0,SUCCESS
2460.37,1,2,1,14,0.889,1.11,0.75,37.0,1,BANK_FAILURE
1516.39,0,0,1,10,0.885,1.11,0.96,10.4,0,SUCCESS
873.27,1,0,2,12,0.895,0.32,0.87,14.8,0,SUCCESS
820.57,2,2,2,16,0.918,0.71,0.99,25.6,1,TIMEOUT
1576.33,0,0,1,6,0.999,0.71,0.97,16.3,0,SUCCESS
848.7,0,0,1,17,0.938,0.62,0.96,10.0,0,SUCCESS
1198.73,0,0,1,15,0.987,0.53,0.98,23.9,0,SUCCESS
1304.27,0,0,1,22,0.955,0.58,0.97,11.1,0,SUCCESS
281.9,0,0,1,15,0.954,0.43,0.96,9.5,0,SUCCESS
1124.17,0,0,1,16,0.983,0.93,0.97,23.3,0,SUCCESS
1141.88,0,0,1,17,0.908,1.01,0.88,23.7,0,SUCCESS
529.53,0,0,1,12,0.921,0.67,0.91,23.9,0,SUCCESS
95698.0,4,7,17,23,0.193,6.88,0.11,100.0,1,DUPLICATE_TRANSACTION
1973.38,0,0,2,17,0.933,1.1,0.9,14.6,0,SUCCESS
2867.41,0,0,1,17,0.909,0.52,0.9,23.3,0,SUCCESS
150571.0,6,9,5,3,0.142,8.29,0.32,100.0,1,AUTHENTICATION_FAILURE
462.77,1,1,1,9,0.878,1.21,0.94,15.2,1,NETWORK_FAILURE
452.14,0,0,1,19,0.912,1.1,0.92,21.3,0,SUCCESS
45154.0,4,4,10,2,0.261,8.04,0.08,100.0,1,AUTHENTICATION_FAILURE
801.54,1,2,2,12,0.843,1.32,0.81,17.0,1,TIMEOUT
932.26,0,0,2,16,0.989,0.71,0.9,15.2,0,SUCCESS
2583.21,0,0,2,14,0.919,0.29,1.0,9.6,0,SUCCESS
1261.39,0,0,1,16,0.946,1.05,0.99,7.3,0,SUCCESS
1058.34,0,0,1,9,0.896,0.61,0.86,7.3,0,SUCCESS
2862.47,1,0,2,6,0.899,0.74,0.89,9.4,0,SUCCESS
45194.0,4,6,7,23,0.222,6.12,0.24,96.8,1,DUPLICATE_TRANSACTION
1614.54,1,2,1,19,0.938,0.88,0.94,17.9,1,TIMEOUT
2988.88,0,0,1,17,0.948,0.6,0.89,23.7,0,SUCCESS
1424.13,0,0,2,15,0.931,1.05,0.96,10.7,0,SUCCESS
2438.09,2,2,3,19,0.79,1.01,0.9,42.7,1,GATEWAY_FAILURE
147.48,1,1,1,14,0.929,0.38,0.94,9.7,0,SUCCESS
182.85,0,1,1,12,0.932,0.63,0.88,20.7,0,SUCCESS
215.11,0,0,1,8,0.951,0.23,0.99,11.2,0,SUCCESS
766.35,0,0,2,14,0.894,0.85,0.96,22.2,0,SUCCESS
1639.49,0,0,1,13,0.961,0.57,0.85,20.1,0,SUCCESS
2495.98,0,0,1,6,0.883,0.36,0.98,10.9,0,SUCCESS
368.42,0,0,1,9,0.994,1.19,0.89,18.4,0,SUCCESS
150575.0,7,5,16,2,0.194,8.45,0.32,100.0,1,DUPLICATE_TRANSACTION
323.32,1,0,1,6,0.974,0.81,0.93,16.8,0,SUCCESS
170.38,0,0,1,11,0.999,0.29,0.93,10.9,0,SUCCESS
980.61,0,0,1,6,0.924,1.15,0.92,16.1,0,SUCCESS
2594.6,0,0,1,18,0.943,0.31,0.89,14.1,0,SUCCESS
3627.46,1,2,2,18,0.901,1.98,0.95,28.9,1,GATEWAY_FAILURE
205.82,1,2,1,11,0.922,0.77,0.97,21.6,1,TIMEOUT
3066.67,0,0,1,6,0.953,0.79,0.94,8.2,0,SUCCESS
452.76,0,0,1,13,0.945,0.66,0.9,20.7,0,SUCCESS
276.64,1,2,1,13,0.947,0.87,0.97,16.5,1,NETWORK_FAILURE
612.47,0,0,1,15,0.999,1.19,0.88,17.6,0,SUCCESS
969.2,0,0,1,13,0.995,0.62,0.87,16.8,0,SUCCESS
6874.98,0,0,1,19,0.92,0.66,0.87,11.5,0,SUCCESS
136.49,0,1,1,15,0.922,0.67,0.89,18.9,0,SUCCESS
2282.69,1,0,1,10,0.975,1.01,0.88,13.0,0,SUCCESS
1223.43,0,0,1,11,0.959,0.58,0.9,7.2,0,SUCCESS
97.05,0,0,1,7,0.922,0.69,0.86,24.2,0,SUCCESS
1363.37,0,0,2,20,0.907,1.04,1.0,22.8,0,SUCCESS
950.63,0,0,1,21,0.994,0.74,0.95,17.6,0,SUCCESS
1526.7,0,0,1,14,0.962,1.03,0.9,9.7,0,SUCCESS
2194.15,1,0,1,18,0.915,0.6,0.97,17.7,0,SUCCESS
491.89,0,0,1,20,0.97,0.63,0.95,15.3,0,SUCCESS
391.76,0,0,1,9,0.991,0.98,0.88,14.3,0,SUCCESS
1280.71,0,0,1,16,0.899,0.79,0.98,13.4,0,SUCCESS
1375.52,0,0,1,10,0.94,0.39,0.87,16.8,0,SUCCESS
896.18,0,0,1,9,0.971,0.56,0.87,21.0,0,SUCCESS
45678.0,5,7,13,1,0.394,4.54,0.14,100.0,1,DUPLICATE_TRANSACTION
95369.0,6,7,11,4,0.342,4.62,0.12,96.7,1,AUTHENTICATION_FAILURE
255.58,0,0,1,12,0.914,0.22,0.95,20.5,0,SUCCESS
88.56,0,0,1,9,0.952,0.71,0.92,6.2,0,SUCCESS
776.12,0,0,2,16,0.939,0.37,0.92,23.8,0,SUCCESS
82.34,1,0,2,16,0.973,0.33,0.89,14.1,0,SUCCESS
3490.07,0,0,2,20,0.933,1.16,0.94,9.3,0,SUCCESS
1452.02,0,0,1,12,0.909,0.2,0.98,10.9,0,SUCCESS
157.4,0,0,1,6,0.995,0.99,0.91,6.3,0,SUCCESS
285.41,2,2,2,20,0.978,1.43,0.93,29.5,1,NETWORK_FAILURE
912.9,1,0,1,14,0.908,1.01,0.98,7.2,0,SUCCESS
4417.72,0,0,2,7,0.958,0.84,0.86,13.4,0,SUCCESS
942.1,1,0,1,9,0.979,0.56,0.9,14.4,0,SUCCESS
1290.26,0,0,1,12,0.889,0.25,0.86,14.8,0,SUCCESS
886.98,1,2,2,15,0.922,1.49,0.97,27.1,1,BANK_FAILURE
788.81,0,0,1,7,0.899,0.53,1.0,24.0,1,INSUFFICIENT_FUNDS
1487.0,0,0,1,21,0.993,0.51,0.9,30.7,1,INSUFFICIENT_FUNDS
1113.4,1,0,1,9,0.899,0.79,0.88,14.2,0,SUCCESS
2524.14,0,0,1,6,0.89,0.67,0.92,11.7,0,SUCCESS
860.12,1,0,2,6,0.906,0.63,1.0,21.5,0,SUCCESS
186.05,0,1,1,21,0.888,0.4,0.98,20.9,0,SUCCESS
1149.42,2,2,2,12,0.911,0.64,0.97,17.6,1,TIMEOUT
87.85,0,0,1,21,0.915,0.97,0.91,8.6,0,SUCCESS
804.6,0,1,1,10,0.934,1.12,0.89,18.2,0,SUCCESS
150272.0,6,7,9,4,0.326,5.98,0.25,100.0,1,AUTHENTICATION_FAILURE
426.13,1,0,1,9,0.929,0.34,0.89,23.9,0,SUCCESS
2302.43,0,0,1,8,0.976,0.7,0.91,24.0,0,SUCCESS
95189.0,3,9,19,4,0.152,6.34,0.25,100.0,1,DUPLICATE_TRANSACTION
1535.1,0,0,1,17,0.983,1.19,0.99,18.8,0,SUCCESS
267.92,0,0,1,7,0.971,0.51,1.0,20.2,0,SUCCESS
120.31,0,0,1,17,0.886,0.6,0.86,7.1,0,SUCCESS
652.72,0,1,1,12,0.962,0.62,0.86,17.7,0,SUCCESS
578.83,0,0,1,10,0.977,1.02,0.93,8.5,0,SUCCESS
551.1,2,2,1,10,0.84,1.4,0.87,25.6,1,BANK_FAILURE
89.07,1,0,1,10,0.924,1.08,0.97,23.5,0,SUCCESS
502.81,0,0,1,14,0.93,0.82,0.87,12.7,0,SUCCESS
1637.6,0,0,1,17,0.901,1.0,0.89,21.4,0,SUCCESS
1183.89,0,0,1,20,0.93,0.84,0.88,18.0,0,SUCCESS
26530.84,3,2,3,13,0.817,1.57,0.79,41.8,1,BANK_FAILURE
1501.46,0,0,1,18,0.91,0.85,0.86,23.9,0,SUCCESS
1901.0,0,0,1,9,0.959,0.34,0.86,11.9,0,SUCCESS
2365.49,0,0,1,14,0.909,0.96,0.94,5.6,0,SUCCESS
988.47,0,0,1,20,0.913,1.1,0.89,6.5,0,SUCCESS
258.14,1,0,1,15,0.93,1.0,0.93,14.6,0,SUCCESS
2022.54,1,0,2,13,0.993,0.28,0.99,14.1,0,SUCCESS
1765.85,1,0,1,13,0.942,0.82,0.99,23.5,0,SUCCESS
1323.71,0,0,1,18,0.979,0.83,0.97,18.2,0,SUCCESS
1039.26,1,2,3,10,0.858,0.87,0.81,30.2,1,BANK_FAILURE
604.08,0,0,1,14,0.953,0.9,0.99,20.7,0,SUCCESS
346.6,0,0,2,7,0.955,1.08,0.87,22.0,0,SUCCESS
150883.0,3,7,6,1,0.336,4.5,0.27,98.7,1,DUPLICATE_TRANSACTION
119.81,0,0,1,21,0.963,0.53,0.95,18.3,0,SUCCESS
150113.0,6,9,12,4,0.112,5.29,0.26,100.0,1,DUPLICATE_TRANSACTION
552.21,0,0,1,21,0.911,0.88,0.9,14.6,0,SUCCESS
1055.68,0,0,1,17,0.925,0.74,0.86,17.1,0,SUCCESS
9036.62,2,1,2,11,0.851,0.52,0.97,16.1,1,TIMEOUT
725.51,2,3,3,15,0.881,1.94,0.8,40.7,1,GATEWAY_FAILURE
1428.91,0,0,1,9,0.895,0.91,1.0,5.9,0,SUCCESS
167.23,0,0,1,7,0.881,0.28,0.97,18.7,0,SUCCESS
1986.01,0,0,2,20,0.966,0.56,0.9,20.1,0,SUCCESS
1866.18,0,0,1,19,0.897,0.41,0.9,10.8,0,SUCCESS
1374.03,0,0,1,7,0.947,0.55,0.95,15.8,0,SUCCESS
412.52,0,0,1,9,0.987,0.39,0.86,17.5,0,SUCCESS
650.31,0,0,1,12,0.894,0.76,0.9,24.9,0,SUCCESS
673.85,0,0,1,14,0.939,0.68,0.92,20.9,0,SUCCESS
341.95,0,0,2,15,0.988,0.62,0.98,6.3,0,SUCCESS
2651.92,0,1,2,20,0.947,0.25,0.99,7.0,0,SUCCESS
441.99,0,0,1,22,0.954,0.94,0.96,20.9,0,SUCCESS
45927.0,4,6,9,23,0.193,4.72,0.24,97.5,1,AUTHENTICATION_FAILURE
394.35,0,0,1,12,0.932,0.52,0.99,11.5,0,SUCCESS
561.35,0,0,1,17,0.895,0.31,0.89,16.8,0,SUCCESS
630.99,0,0,1,18,0.974,0.95,0.99,12.9,0,SUCCESS
1045.63,1,0,1,7,0.949,1.17,0.86,14.2,0,SUCCESS
654.56,0,0,1,18,0.988,1.11,0.91,11.1,0,SUCCESS
764.52,0,1,1,16,0.99,0.43,0.94,12.2,0,SUCCESS
1354.46,0,0,1,12,0.895,0.32,0.87,9.3,0,SUCCESS
1041.92,1,0,1,17,0.9,0.7,0.95,5.9,0,SUCCESS
75145.0,4,9,14,1,0.358,5.34,0.27,94.9,1,DUPLICATE_TRANSACTION
1532.36,1,1,1,11,0.95,0.8,0.9,6.6,0,SUCCESS
7606.29,3,2,1,9,0.8,1.15,0.9,38.0,1,GATEWAY_FAILURE
746.45,0,0,1,15,0.959,1.18,0.86,13.5,0,SUCCESS
1457.22,2,2,1,8,0.922,1.34,0.88,22.1,1,TIMEOUT
1015.66,0,0,1,14,0.954,0.8,0.87,19.4,0,SUCCESS
1749.25,1,2,1,19,0.884,1.02,0.88,29.3,1,TIMEOUT
5381.03,1,3,3,17,0.703,1.89,0.78,42.8,1,BANK_FAILURE
150853.0,5,9,15,3,0.162,6.51,0.12,99.7,1,DUPLICATE_TRANSACTION
1159.8,0,0,1,10,0.963,0.2,0.93,13.0,0,SUCCESS
482.34,0,0,1,22,0.901,0.38,0.87,23.9,0,SUCCESS
1389.44,0,0,2,22,0.92,0.66,0.86,36.0,1,INSUFFICIENT_FUNDS
3550.22,2,2,1,9,0.917,0.95,0.92,25.9,1,TIMEOUT
150895.0,3,9,9,1,0.225,5.45,0.33,94.2,1,DUPLICATE_TRANSACTION
247.73,0,0,1,6,0.979,0.42,0.95,15.1,0,SUCCESS
239.17,0,0,1,21,0.895,0.9,0.95,11.8,0,SUCCESS
468.07,1,1,1,8,0.904,1.38,0.93,31.4,1,TIMEOUT
88.54,0,0,1,9,0.95,0.25,0.98,11.1,0,SUCCESS
227.05,0,0,2,6,0.883,0.28,0.97,17.5,0,SUCCESS
1031.51,0,1,1,20,0.947,0.82,1.0,11.2,0,SUCCESS
3806.35,0,0,2,13,0.911,0.82,0.94,7.7,0,SUCCESS
930.56,0,0,1,6,0.902,1.11,0.87,16.6,0,SUCCESS
45537.0,7,8,9,2,0.206,8.27,0.16,100.0,1,AUTHENTICATION_FAILURE
757.96,1,1,1,21,0.908,0.79,0.99,7.1,0,SUCCESS
204.55,0,0,1,11,0.953,0.23,0.98,12.7,0,SUCCESS
6728.41,1,1,2,13,0.921,0.55,0.99,15.3,1,TIMEOUT
1623.32,0,0,1,6,0.959,0.56,0.85,24.5,0,SUCCESS
4428.86,3,3,3,13,0.942,1.07,0.72,33.5,1,BANK_FAILURE
2607.37,0,0,1,9,0.919,0.44,0.96,19.7,0,SUCCESS
437.22,0,0,1,15,0.921,0.63,0.96,9.2,0,SUCCESS
808.05,0,0,1,12,0.945,0.81,0.93,9.0,0,SUCCESS
682.58,0,0,2,7,0.944,1.18,0.86,14.0,0,SUCCESS
1261.66,0,0,1,7,0.921,0.43,0.94,5.8,0,SUCCESS
283.4,0,0,1,7,0.97,0.57,0.94,10.4,0,SUCCESS
440.84,1,1,2,16,0.885,1.25,0.91,27.2,1,TIMEOUT
811.03,0,0,1,21,0.897,0.55,0.95,19.7,0,SUCCESS
809.0,0,0,1,9,0.905,1.06,0.98,11.4,0,SUCCESS
1001.12,0,0,1,11,0.894,0.64,0.96,24.2,0,SUCCESS
611.29,0,0,1,11,0.89,0.31,0.89,9.2,0,SUCCESS
3706.21,0,0,2,17,0.899,0.53,0.92,21.9,0,SUCCESS
3380.21,1,0,2,14,0.992,0.36,0.87,24.0,0,SUCCESS
904.24,0,0,1,16,0.939,0.98,0.97,22.3,0,SUCCESS
1060.57,0,0,1,17,0.941,0.81,0.96,13.5,0,SUCCESS
140.72,0,0,1,16,0.903,0.35,0.89,20.6,1,INSUFFICIENT_FUNDS
1681.39,0,0,1,7,0.919,0.53,0.97,32.8,1,INSUFFICIENT_FUNDS
510.41,0,0,2,7,0.979,0.47,0.98,16.9,0,SUCCESS
1055.7,0,0,1,18,0.988,1.18,0.99,22.0,0,SUCCESS
2300.9,0,0,1,22,0.979,0.41,0.91,17.8,0,SUCCESS
2542.14,0,0,1,13,0.981,0.67,0.96,24.6,0,SUCCESS
566.58,2,2,1,16,0.873,1.51,0.79,27.6,1,GATEWAY_FAILURE
1104.53,1,2,2,17,0.722,1.35,0.97,43.0,1,BANK_FAILURE
150887.0,3,6,8,2,0.082,7.82,0.15,100.0,1,AUTHENTICATION_FAILURE
580.04,0,0,1,6,0.985,0.65,0.89,9.5,0,SUCCESS
